dataset,format,model_file,status,size_mb,compression_ratio,inference_time_ms,accuracy,macro_f1,weighted_f1,prediction_agreement,input_shape,output_shape,memory_usage_mb,error
eye,Keras FP32,eye_model.keras,SUCCESS,16.378084182739258,1.0,240.4097066667267,0.681255946717412,0.6125337090399474,0.6679652665104879,1.0,"[None, 224, 224, 3]","[None, 7]",1247.5078125,
eye,TFLite FP32,model_fp32.tflite,SUCCESS,15.353790283203125,1.0667127712859736,12.512670000038876,0.681255946717412,0.6125337090399474,0.6679652665104879,1.0,"[np.int32(1), np.int32(224), np.int32(224), np.int32(3)]","[np.int32(1), np.int32(7)]",1556.859375,
eye,TFLite FP16,model_fp16.tflite,SUCCESS,7.775135040283203,2.10646941794373,13.43466000001475,0.681255946717412,0.6125451677115423,0.6679765430964663,0.9990485252140818,"[np.int32(1), np.int32(224), np.int32(224), np.int32(3)]","[np.int32(1), np.int32(7)]",1622.01171875,
eye,TFLite INT8,model_int8.tflite,SUCCESS,4.71624755859375,3.4726939116874376,7.481126666743876,0.5965746907706946,0.45519461453169835,0.571262194807214,0.7392959086584205,"[np.int32(1), np.int32(224), np.int32(224), np.int32(3)]","[np.int32(1), np.int32(7)]",1771.25,
eye,ONNX,model.onnx,SUCCESS,15.38009262084961,1.0648885274290707,5.246489999960128,0.681255946717412,0.6125337090399474,0.6679652665104879,1.0,"['unk__2577', 224, 224, 3]","['unk__2578', 7]",2086.62890625,
